UniqueID,Year,Admin,Longitude,Latitude,Area
7817,2013,2,-56.15193,-13.58906,708.0430341
7858,2013,2,-55.44017,-11.76411,708.0430341
7859,2013,2,-55.69953,-12.68166,708.0430341
7916,2013,2,-45.5676,-20.24351,708.0430341
7949,2013,2,-45.25297,-19.69145,708.0430341
7979,2013,2,-44.41002,-19.33473,708.0430341
8226,2013,2,-41.76801,-19.75724,708.0430341
8253,2013,2,-44.58626,-20.0744,708.0430341
8257,2013,2,-49.55042,-19.01507,708.0430341
8289,2013,2,-43.46485478,-21.74496006,708.0430341
8377,2013,2,-42.44461,-21.07829,708.0430341
8488,2013,2,-48.94362,-19.37346,708.0430341
8547,2013,2,-43.06843,-19.43588,708.0430341
8613,2013,2,-44.55308,-19.6891,708.0430341
8677,2013,2,-42.59918,-19.55501,708.0430341
8680,2013,2,-43.02555,-21.18115,708.0430341
8913,2013,2,-38.56928,-6.92206,708.0430341
9001,2013,2,-37.34287,-6.99689,708.0430341
9017,2013,2,-37.87012,-6.80692,708.0430341
9076,2013,2,-38.18614,-6.73098,708.0430341
9107,2013,2,-51.4595,-23.44732,708.0430341
9125,2013,2,-52.73574,-24.24372,708.0430341
9181,2013,2,-52.15969,-22.97418,708.0430341
9200,2013,2,-52.03998,-23.90551,708.0430341
9218,2013,2,-54.23821,-24.26175,708.0430341
9231,2013,2,-51.03104,-23.22762,708.0430341
9309,2013,2,-54.11322,-25.24843,708.0430341
9318,2013,2,-52.62571,-23.1867,708.0430341
9330,2013,2,-53.99553,-24.44687,708.0430341
9337,2013,2,-51.82025,-26.40571,708.0430341
9345,2013,2,-52.53752,-22.90028,708.0430341
9367,2013,2,-51.38569,-22.74672,708.0430341
9370,2013,2,-53.31785,-22.82902,708.0430341
9375,2013,2,-51.08897,-22.87095,708.0430341
9383,2013,2,-52.15746,-23.79814,708.0430341
9450,2013,2,-51.87101,-23.47797,708.0430341
9459,2013,2,-52.46715,-23.19886,708.0430341
9465,2013,2,-52.68457,-22.73272,708.0430341
9477,2013,2,-53.38517,-23.71014,708.0430341
